路径,长度,危险系数
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,17.650,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,16.360,20.900
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 大雁塔,16.291,16.033
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,16.696,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 大雁塔,16.628,18.596
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 小寨村小区-> 大雁塔,17.556,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,16.550,22.931
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,16.539,18.063
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 小寨村小区-> 赛格购物中心-> 大雁塔,17.751,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 小寨村小区-> 大雁塔,17.320,20.900
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 小寨村小区-> 大雁塔,17.694,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,17.605,22.931
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,16.314,20.367
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,18.390,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 赛格购物中心-> 大雁塔,18.378,19.192
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,19.306,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,18.015,21.496
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 大雁塔,17.947,16.629
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,18.352,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 大雁塔,18.284,19.192
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 小寨村小区-> 大雁塔,19.211,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,18.206,23.527
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,18.194,18.659
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 小寨村小区-> 赛格购物中心-> 大雁塔,19.407,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 小寨村小区-> 大雁塔,18.975,21.496
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 小寨村小区-> 大雁塔,19.350,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,19.261,23.527
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,17.970,20.963
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,20.607,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,20.595,19.192
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,21.662,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,20.371,21.496
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,20.708,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,17.316,23.874
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 大雁塔,17.304,19.006
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,21.624,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,18.232,23.874
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,16.941,21.310
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 大雁塔,16.872,16.442
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,18.755,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,18.744,18.596
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,19.810,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,18.519,20.900
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,21.314,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,21.302,19.192
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,22.369,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,21.078,21.496
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 小寨村小区-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,18.856,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 小寨村小区-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,15.464,23.278
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 小寨村小区-> 赛格购物中心-> 大雁塔,15.452,18.410
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 小寨村小区-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,19.772,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 小寨村小区-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,16.380,23.278
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,15.089,20.714
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 小寨村小区-> 大雁塔,15.021,15.847
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,21.412,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 大雁塔,21.343,19.192
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,18.853,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 大雁塔,18.784,18.596
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 小寨村小区-> 大雁塔,19.813,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,18.808,22.931
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 赛格购物中心-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,18.992,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 赛格购物中心-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,21.550,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 赛格购物中心-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,15.561,23.278
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 赛格购物中心-> 小寨村小区-> 大雁塔,15.493,18.410
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 赛格购物中心-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 大雁塔,22.409,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 赛格购物中心-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 大雁塔,19.851,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 赛格购物中心-> 陕西历史博物馆-> 小寨村小区-> 大雁塔,16.421,23.278
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,15.415,22.745
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 赛格购物中心-> 大雁塔,15.404,17.877
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 大雁塔,22.264,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 大雁塔,21.833,21.496
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 赛格购物中心-> 大雁塔,19.706,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 大雁塔,19.274,20.900
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 大雁塔,19.611,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,19.522,22.931
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 陕西历史博物馆-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,19.567,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 陕西历史博物馆-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,22.126,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 陕西历史博物馆-> 小寨村小区-> 赛格购物中心-> 大雁塔,16.275,23.278
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 陕西历史博物馆-> 小寨村小区-> 大雁塔,15.844,20.714
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 陕西历史博物馆-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 大雁塔,22.069,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 陕西历史博物馆-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 大雁塔,19.510,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 陕西历史博物馆-> 赛格购物中心-> 小寨村小区-> 大雁塔,16.219,23.278
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,16.129,22.745
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,14.838,20.181
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 大雁塔,14.211,15.314
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 陕西师范大学-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,20.122,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 陕西师范大学-> 赛格购物中心-> 大雁塔,20.111,19.192
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 陕西师范大学-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,20.836,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,19.546,21.496
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 陕西师范大学-> 大雁塔,18.919,16.629
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,18.467,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 赛格购物中心-> 大雁塔,18.455,18.596
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,19.181,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,17.890,20.900
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 大雁塔,17.263,16.033
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,20.383,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西师范大学-> 大雁塔,19.756,18.596
